timestamp,canal,usuario,ip,transaction_id,tipo,cuenta,estado,valor
2025-05-13 08:01:49,web,user93,148.102.2.237,txn-0099,retirar,corriente,completada,3006195.03
2025-05-13 08:01:50,web,user3,166.218.248.168,txn-0100,consignar,ahorros,completada,4391245.17
2025-05-13 08:01:51,api,user87,203.106.10.140,txn-0101,retirar,corriente,completada,82375.33
2025-05-13 08:01:52,web,user53,188.232.0.22,txn-0102,consignar,ahorros,completada,1826216.25
2025-05-13 08:01:53,api,user41,145.82.191.161,txn-0103,transferir,corriente,completada,3181214.0
2025-05-13 08:01:54,mobile,user22,195.140.229.12,txn-0104,consignar,ahorros,completada,836279.26
2025-05-13 08:01:55,api,user80,125.145.113.244,txn-0105,transferir,ahorros,completada,1897618.12
2025-05-13 08:01:56,mobile,user66,139.222.58.126,txn-0106,retirar,ahorros,completada,3559843.43
2025-05-13 08:01:58,web,user87,180.97.128.105,txn-0108,transferir,ahorros,completada,3397797.01
2025-05-13 08:01:59,api,user73,2.189.73.213,txn-0109,transferir,ahorros,completada,4306438.75
2025-05-13 08:02:01,web,user84,152.115.65.65,txn-0111,transferir,corriente,completada,2393527.33
2025-05-13 08:02:02,api,user50,214.227.189.171,txn-0112,consignar,corriente,completada,634612.43
2025-05-13 08:02:03,api,user85,59.17.74.211,txn-0113,consignar,corriente,completada,808757.15
2025-05-13 08:02:04,web,user18,183.10.112.52,txn-0114,retirar,corriente,completada,755143.02
2025-05-13 08:02:05,web,user25,78.144.209.129,txn-0115,retirar,corriente,completada,2485803.39
2025-05-13 08:02:06,api,user1,131.246.17.70,txn-0116,consignar,corriente,completada,3980627.77
2025-05-13 08:02:07,mobile,user61,56.103.138.34,txn-0117,transferir,corriente,completada,4841784.7
2025-05-13 08:02:08,api,user65,27.172.206.124,txn-0118,retirar,ahorros,completada,4924293.24
2025-05-13 08:02:10,api,user79,17.130.165.69,txn-0120,consignar,ahorros,completada,4578289.35
2025-05-13 08:02:11,api,user15,157.164.119.212,txn-0121,consignar,ahorros,completada,4196983.26
2025-05-13 08:02:12,mobile,user95,129.113.221.94,txn-0122,retirar,corriente,completada,1085262.26
2025-05-13 08:02:13,mobile,user52,176.47.129.149,txn-0123,transferir,corriente,completada,3655182.35
2025-05-13 08:02:14,api,user55,124.127.180.251,txn-0124,retirar,corriente,completada,4665847.09
2025-05-13 08:02:15,mobile,user86,41.250.45.187,txn-0125,transferir,corriente,completada,2378248.52
2025-05-13 08:02:16,api,user2,148.97.120.54,txn-0126,transferir,corriente,completada,2154516.48
2025-05-13 08:02:17,web,user74,194.113.234.190,txn-0127,consignar,corriente,completada,4986897.55
2025-05-13 08:02:19,api,user47,91.252.245.221,txn-0129,retirar,corriente,completada,3995508.5
2025-05-13 08:02:20,web,user96,142.218.99.41,txn-0130,consignar,corriente,completada,2349685.13
2025-05-13 08:02:21,web,user12,90.58.123.27,txn-0131,consignar,corriente,completada,3668861.45
2025-05-13 08:02:23,web,user68,111.181.120.99,txn-0133,transferir,corriente,completada,4047297.23
2025-05-13 08:02:24,web,user15,12.245.25.138,txn-0134,consignar,corriente,completada,3208919.5
2025-05-13 08:02:25,web,user97,220.216.154.249,txn-0135,consignar,corriente,completada,1138371.94
2025-05-13 08:02:27,api,user53,162.115.108.248,txn-0137,transferir,corriente,completada,2109760.85
2025-05-13 08:02:28,api,user43,21.70.216.91,txn-0138,consignar,corriente,completada,4266076.7
2025-05-13 08:02:29,web,user12,178.16.188.235,txn-0139,consignar,ahorros,completada,3683848.85
2025-05-13 08:02:30,api,user31,30.37.102.152,txn-0140,consignar,corriente,completada,3987040.59
2025-05-13 08:02:31,web,user13,51.255.30.52,txn-0141,consignar,corriente,completada,1029322.74
2025-05-13 08:02:32,web,user23,170.65.0.59,txn-0142,consignar,corriente,completada,2981213.08
2025-05-13 08:02:33,api,user96,73.25.254.102,txn-0143,consignar,corriente,completada,3901553.0
2025-05-13 08:02:35,mobile,user94,163.236.89.227,txn-0145,consignar,corriente,completada,405176.27
2025-05-13 08:02:36,api,user11,143.253.33.72,txn-0146,transferir,ahorros,completada,772689.26
2025-05-13 08:02:39,api,user21,197.153.72.178,txn-0149,transferir,corriente,completada,4036338.52
2025-05-13 08:02:40,web,user42,163.116.115.204,txn-0150,consignar,corriente,completada,1000133.92
2025-05-13 08:02:41,web,user89,136.24.234.166,txn-0151,retirar,corriente,completada,1779881.7
2025-05-13 08:02:42,mobile,user80,30.33.114.168,txn-0152,consignar,corriente,completada,4988756.14
2025-05-13 08:02:43,api,user84,98.31.153.164,txn-0153,consignar,ahorros,completada,3359626.19
2025-05-13 08:02:44,mobile,user44,44.60.175.193,txn-0154,consignar,corriente,completada,2293755.82
2025-05-13 08:02:45,mobile,user7,142.64.73.31,txn-0155,transferir,corriente,completada,1989150.55
2025-05-13 08:02:46,web,user26,221.52.220.13,txn-0156,retirar,ahorros,completada,839675.19
2025-05-13 08:02:47,mobile,user65,89.57.183.180,txn-0157,consignar,ahorros,completada,2149226.52
2025-05-13 08:02:48,web,user14,68.83.63.249,txn-0158,transferir,ahorros,completada,4733704.48
2025-05-13 08:02:49,api,user15,7.147.110.116,txn-0159,retirar,corriente,completada,3226400.15
2025-05-13 08:02:50,web,user55,10.56.128.10,txn-0160,consignar,corriente,completada,3382869.37
2025-05-13 08:02:51,mobile,user26,181.247.236.90,txn-0161,transferir,ahorros,completada,1278862.62
2025-05-13 08:02:52,api,user84,23.154.245.214,txn-0162,consignar,corriente,completada,410013.38
2025-05-13 08:02:53,mobile,user54,213.203.71.158,txn-0163,retirar,ahorros,completada,295891.12
2025-05-13 08:02:54,api,user92,46.161.253.35,txn-0164,transferir,corriente,completada,4052034.13
2025-05-13 08:02:56,mobile,user3,167.137.76.250,txn-0166,retirar,ahorros,completada,2024768.39
2025-05-13 08:02:57,web,user92,170.156.32.57,txn-0167,transferir,ahorros,completada,3715775.74
2025-05-13 08:02:58,mobile,user37,166.161.122.148,txn-0168,retirar,ahorros,completada,3401746.67
2025-05-13 08:02:59,api,user17,122.176.1.146,txn-0169,transferir,ahorros,completada,2574018.69
2025-05-13 08:03:00,web,user33,13.202.208.175,txn-0170,consignar,ahorros,completada,4511645.66
2025-05-13 08:03:01,web,user40,192.150.119.229,txn-0171,consignar,ahorros,completada,390393.25
2025-05-13 08:03:02,api,user6,68.163.215.79,txn-0172,consignar,corriente,completada,110610.97
2025-05-13 08:03:03,web,user18,81.178.129.240,txn-0173,retirar,ahorros,completada,913387.92
2025-05-13 08:03:04,mobile,user5,155.86.188.21,txn-0174,transferir,ahorros,completada,3266780.95
2025-05-13 08:03:05,mobile,user35,12.132.231.83,txn-0175,retirar,corriente,completada,21567.16
2025-05-13 08:03:07,api,user5,214.130.219.78,txn-0177,retirar,corriente,completada,955334.86
2025-05-13 08:03:08,api,user1,144.17.119.176,txn-0178,consignar,ahorros,completada,663771.13
2025-05-13 08:03:09,mobile,user67,165.212.160.220,txn-0179,retirar,ahorros,completada,4081216.28
2025-05-13 08:03:10,web,user82,154.73.228.207,txn-0180,retirar,corriente,completada,3377901.97
2025-05-13 08:03:11,mobile,user100,216.96.114.220,txn-0181,consignar,corriente,completada,187589.14
2025-05-13 08:03:12,api,user3,30.115.141.222,txn-0182,transferir,ahorros,completada,507395.56
2025-05-13 08:03:13,api,user16,54.32.215.192,txn-0183,consignar,ahorros,completada,627956.39
2025-05-13 08:03:14,web,user18,22.97.152.136,txn-0184,transferir,corriente,completada,507452.76
2025-05-13 08:03:15,web,user61,153.149.147.198,txn-0185,consignar,ahorros,completada,3051401.23
2025-05-13 08:03:16,mobile,user44,70.73.132.148,txn-0186,consignar,ahorros,completada,2310266.75
2025-05-13 08:03:17,web,user52,32.217.110.105,txn-0187,consignar,corriente,completada,891676.29
2025-05-13 08:03:18,mobile,user29,71.120.48.160,txn-0188,transferir,ahorros,completada,2326341.18
2025-05-13 08:03:19,web,user54,139.192.171.165,txn-0189,consignar,ahorros,completada,4181312.9
2025-05-13 08:03:22,web,user23,192.2.8.175,txn-0192,consignar,corriente,completada,2729587.12
2025-05-13 08:03:23,api,user59,29.238.173.33,txn-0193,retirar,corriente,completada,1217976.24
2025-05-13 08:03:24,api,user47,69.78.94.84,txn-0194,retirar,corriente,completada,4506542.25
2025-05-13 08:03:25,web,user14,98.147.244.114,txn-0195,consignar,ahorros,completada,2361218.5
2025-05-13 08:03:26,mobile,user74,52.114.96.104,txn-0196,transferir,ahorros,completada,1392943.83
2025-05-13 08:03:27,api,user50,74.22.102.25,txn-0197,retirar,ahorros,completada,3737353.6
2025-05-13 08:03:29,api,user37,61.44.129.128,txn-0199,transferir,ahorros,completada,2063231.67
2025-05-13 08:03:30,api,user90,160.122.165.252,txn-0200,retirar,ahorros,completada,4339738.79
2025-05-13 08:03:31,api,user2,14.31.15.219,txn-0201,consignar,corriente,completada,1007022.67
2025-05-13 08:03:32,api,user25,15.227.166.204,txn-0202,transferir,corriente,completada,3452108.71
2025-05-13 08:03:34,web,user20,72.226.76.204,txn-0204,retirar,ahorros,completada,649167.58
2025-05-13 08:03:35,web,user65,37.86.161.44,txn-0205,retirar,ahorros,completada,1606768.06
2025-05-13 08:03:36,web,user97,52.174.241.245,txn-0206,retirar,ahorros,completada,100579.37
2025-05-13 08:03:37,web,user29,111.45.152.42,txn-0207,consignar,corriente,completada,267336.93
2025-05-13 08:03:38,api,user16,41.8.90.255,txn-0208,transferir,corriente,completada,383376.48
2025-05-13 08:03:40,web,user84,195.23.138.248,txn-0210,transferir,corriente,completada,3135028.93
2025-05-13 08:03:41,api,user68,171.97.99.47,txn-0211,retirar,corriente,completada,637390.23
2025-05-13 08:03:42,mobile,user49,140.191.240.109,txn-0212,retirar,ahorros,completada,25544.33
2025-05-13 08:03:43,api,user63,88.125.168.26,txn-0213,transferir,ahorros,completada,2574401.56
2025-05-13 08:03:44,web,user32,84.25.89.123,txn-0214,consignar,corriente,completada,465682.3
2025-05-13 08:03:45,web,user55,147.70.252.169,txn-0215,transferir,ahorros,completada,3916833.89
2025-05-13 08:03:46,web,user91,205.204.76.188,txn-0216,transferir,ahorros,completada,3596781.16
2025-05-13 08:03:48,api,user9,132.51.145.172,txn-0218,retirar,ahorros,completada,263815.89
2025-05-13 08:03:49,api,user26,91.88.208.136,txn-0219,transferir,corriente,completada,4593535.77
2025-05-13 08:03:50,api,user38,155.108.90.185,txn-0220,consignar,ahorros,completada,855896.73
2025-05-13 08:03:51,api,user37,150.156.14.171,txn-0221,transferir,corriente,completada,797538.1
2025-05-13 08:03:52,api,user46,65.135.185.10,txn-0222,consignar,corriente,completada,1683223.55
2025-05-13 08:03:53,mobile,user3,154.84.134.72,txn-0223,consignar,ahorros,completada,1538103.97
2025-05-13 08:03:54,api,user24,23.117.72.205,txn-0224,consignar,ahorros,completada,1067773.9
2025-05-13 08:03:55,api,user65,200.152.100.185,txn-0225,consignar,ahorros,completada,1567265.83
2025-05-13 08:03:56,api,user49,38.235.178.34,txn-0226,consignar,ahorros,completada,4640580.8
2025-05-13 08:03:57,web,user35,75.185.244.141,txn-0227,retirar,ahorros,completada,3157240.52
2025-05-13 08:03:58,web,user31,96.34.7.1,txn-0228,transferir,corriente,completada,1767111.29
2025-05-13 08:03:59,mobile,user95,139.217.158.140,txn-0229,retirar,ahorros,completada,4166333.19
2025-05-13 08:04:00,api,user21,38.252.104.105,txn-0230,consignar,corriente,completada,165125.42
2025-05-13 08:04:01,api,user81,109.240.153.9,txn-0231,transferir,ahorros,completada,1378279.13
2025-05-13 08:04:02,api,user15,217.70.188.25,txn-0232,retirar,ahorros,completada,4626098.65
2025-05-13 08:04:03,mobile,user50,154.115.22.124,txn-0233,retirar,ahorros,completada,4421092.26
2025-05-13 08:04:04,web,user94,189.204.39.174,txn-0234,transferir,ahorros,completada,4769206.14
2025-05-13 08:04:05,mobile,user66,32.196.137.23,txn-0235,consignar,corriente,completada,3711211.69
2025-05-13 08:04:06,mobile,user33,136.150.69.29,txn-0236,consignar,corriente,completada,939005.06
2025-05-13 08:04:07,mobile,user66,220.166.126.253,txn-0237,transferir,corriente,completada,175131.36
2025-05-13 08:04:08,web,user32,216.210.97.7,txn-0238,consignar,ahorros,completada,1753635.44
2025-05-13 08:04:09,web,user34,131.130.87.235,txn-0239,transferir,corriente,completada,2542471.57
2025-05-13 08:04:10,api,user89,171.187.131.60,txn-0240,consignar,ahorros,completada,1275495.77
2025-05-13 08:04:12,web,user29,83.212.50.96,txn-0242,consignar,ahorros,completada,4618648.79
2025-05-13 08:04:13,api,user47,211.18.37.111,txn-0243,retirar,corriente,completada,1219326.68
2025-05-13 08:04:14,mobile,user30,159.101.253.163,txn-0244,retirar,corriente,completada,4311311.35
2025-05-13 08:04:15,api,user56,207.17.222.251,txn-0245,transferir,ahorros,completada,4619124.8
2025-05-13 08:04:16,web,user7,26.220.186.38,txn-0246,consignar,ahorros,completada,3368546.41
2025-05-13 08:04:17,web,user38,51.238.97.61,txn-0247,consignar,ahorros,completada,1625491.66
2025-05-13 08:04:18,api,user50,211.182.205.67,txn-0248,retirar,ahorros,completada,3231587.58
2025-05-13 08:04:19,web,user73,197.51.3.170,txn-0249,retirar,ahorros,completada,4428300.15
2025-05-13 08:04:21,mobile,user34,122.138.195.190,txn-0251,consignar,ahorros,completada,3802396.9
2025-05-13 08:04:24,web,user23,221.13.111.224,txn-0254,consignar,ahorros,completada,989113.0
2025-05-13 08:04:25,web,user57,170.133.121.227,txn-0255,consignar,corriente,completada,741990.45
2025-05-13 08:04:26,web,user43,130.65.7.191,txn-0256,transferir,ahorros,completada,339412.32
2025-05-13 08:04:27,web,user24,194.155.76.232,txn-0257,transferir,ahorros,completada,1527285.44
2025-05-13 08:04:28,mobile,user100,124.168.254.195,txn-0258,retirar,ahorros,completada,2852294.86
2025-05-13 08:04:29,web,user58,77.221.234.231,txn-0259,consignar,ahorros,completada,1118042.62
2025-05-13 08:04:30,web,user46,165.20.79.200,txn-0260,retirar,ahorros,completada,4814374.48
2025-05-13 08:04:31,mobile,user60,27.117.170.169,txn-0261,consignar,ahorros,completada,261107.78
2025-05-13 08:04:32,web,user31,130.110.162.237,txn-0262,consignar,ahorros,completada,2773388.1
2025-05-13 08:04:33,api,user18,92.13.5.207,txn-0263,consignar,ahorros,completada,4214567.09
2025-05-13 08:04:35,api,user30,185.98.47.48,txn-0265,retirar,ahorros,completada,1292496.0
2025-05-13 08:04:36,api,user72,20.200.87.209,txn-0266,retirar,ahorros,completada,4277192.37
2025-05-13 08:04:37,mobile,user47,95.3.119.245,txn-0267,consignar,ahorros,completada,1581802.79
2025-05-13 08:04:39,mobile,user48,109.50.53.71,txn-0269,retirar,ahorros,completada,50362.98
2025-05-13 08:04:40,mobile,user96,23.19.159.214,txn-0270,retirar,ahorros,completada,4220874.53
2025-05-13 08:04:41,web,user34,124.1.152.75,txn-0271,consignar,ahorros,completada,1482793.01
2025-05-13 08:04:42,api,user16,140.60.103.159,txn-0272,transferir,corriente,completada,1509881.79
2025-05-13 08:04:43,web,user88,32.58.226.168,txn-0273,transferir,ahorros,completada,3342850.0
2025-05-13 08:04:44,mobile,user24,45.1.19.49,txn-0274,transferir,ahorros,completada,1555797.24
2025-05-13 08:04:45,mobile,user65,168.242.182.195,txn-0275,retirar,corriente,completada,3017034.9
2025-05-13 08:04:46,web,user41,113.42.164.86,txn-0276,consignar,corriente,completada,1687669.71
2025-05-13 08:04:47,web,user94,189.47.194.56,txn-0277,transferir,corriente,completada,2530000.84
2025-05-13 08:04:48,web,user90,196.239.232.159,txn-0278,retirar,corriente,completada,726021.2
2025-05-13 08:04:49,mobile,user57,96.193.154.34,txn-0279,retirar,corriente,completada,4313391.98
2025-05-13 08:04:51,api,user87,37.74.226.208,txn-0281,retirar,corriente,completada,4813509.31
2025-05-13 08:04:52,mobile,user40,56.245.159.194,txn-0282,consignar,ahorros,completada,460151.31
2025-05-13 08:04:53,web,user52,179.60.39.90,txn-0283,retirar,ahorros,completada,2907626.17
2025-05-13 08:04:54,api,user1,71.180.116.86,txn-0284,retirar,corriente,completada,3881994.73
2025-05-13 08:04:56,web,user76,68.145.48.5,txn-0286,retirar,corriente,completada,440068.7
2025-05-13 08:04:58,mobile,user30,188.78.161.133,txn-0288,retirar,corriente,completada,3678141.86
2025-05-13 08:05:00,mobile,user90,149.235.46.54,txn-0290,consignar,ahorros,completada,597227.56
2025-05-13 08:05:01,web,user5,222.83.137.37,txn-0291,transferir,ahorros,completada,1642123.17
2025-05-13 08:05:04,mobile,user59,207.223.191.215,txn-0294,transferir,ahorros,completada,4016056.85
2025-05-13 08:05:05,api,user10,221.136.173.252,txn-0295,retirar,ahorros,completada,2928528.57
2025-05-13 08:05:06,web,user16,28.201.142.110,txn-0296,transferir,corriente,completada,1528071.7
2025-05-13 08:05:07,api,user56,7.207.145.157,txn-0297,transferir,corriente,completada,4958118.24
2025-05-13 08:05:08,api,user74,183.192.138.156,txn-0298,retirar,ahorros,completada,4603607.69
2025-05-13 08:05:09,web,user53,10.196.96.164,txn-0299,consignar,ahorros,completada,2564375.08
2025-05-13 08:05:10,api,user63,219.174.251.42,txn-0300,transferir,corriente,completada,2311135.6
2025-05-13 08:05:11,web,user42,83.75.231.246,txn-0301,consignar,ahorros,completada,4636718.46
2025-05-13 08:05:12,mobile,user78,112.91.21.127,txn-0302,transferir,corriente,completada,2344548.65
2025-05-13 08:05:13,api,user56,148.27.109.231,txn-0303,retirar,corriente,completada,1392818.8
2025-05-13 08:05:14,mobile,user90,8.236.139.164,txn-0304,transferir,corriente,completada,3854101.21
2025-05-13 08:05:15,mobile,user94,144.12.220.25,txn-0305,consignar,ahorros,completada,2700030.7
2025-05-13 08:05:16,mobile,user6,85.18.117.228,txn-0306,consignar,corriente,completada,3240487.88
2025-05-13 08:05:17,web,user63,147.129.34.100,txn-0307,consignar,corriente,completada,1796678.91
2025-05-13 08:05:18,web,user74,208.48.133.79,txn-0308,transferir,corriente,completada,3958258.03
2025-05-13 08:05:20,mobile,user85,94.150.231.208,txn-0310,retirar,ahorros,completada,1278547.95
2025-05-13 08:05:22,web,user80,40.144.219.32,txn-0312,transferir,ahorros,completada,2327642.69
2025-05-13 08:05:23,mobile,user85,156.7.216.232,txn-0313,transferir,ahorros,completada,772789.32
2025-05-13 08:05:24,mobile,user46,128.194.123.212,txn-0314,consignar,ahorros,completada,2406530.21
2025-05-13 08:05:25,mobile,user2,66.251.60.149,txn-0315,consignar,corriente,completada,3720973.59
2025-05-13 08:05:26,api,user10,40.24.175.142,txn-0316,transferir,ahorros,completada,659966.28
2025-05-13 08:05:28,web,user56,172.15.194.98,txn-0318,transferir,corriente,completada,4821746.26
