timestamp,canal,usuario,ip,transaction_id,tipo,cuenta,estado,valor,nivel_log,direction,operation,status_code,latency_ms,user_id,modulo,resultado_validación,motivo_fallo,módulo,verificaciones_realizadas
2025-05-13 08:00:14,,,180.91.122.212,txn-0008,,,,,INFO,response,consignar,200.0,240.0,user34,mobile,,,,
2025-05-13 08:00:18,mobile,user34,180.91.122.212,txn-0008,consignar,ahorros,completada,3057736.85,,,,,,,,,,,
2025-05-13 08:00:09,,,208.65.106.126,txn-0009,,,,,,,,,,user58,,Aprobada,,api,"['frecuencia', 'token', 'blacklist']"
2025-05-13 08:00:14,,,208.65.106.126,txn-0009,,,,,INFO,request,retirar,200.0,,user58,api,,,,
2025-05-13 08:00:15,,,208.65.106.126,txn-0009,,,,,INFO,response,retirar,200.0,102.0,user58,api,,,,
2025-05-13 08:00:19,api,user58,208.65.106.126,txn-0009,retirar,corriente,completada,4642897.07,,,,,,,,,,,
2025-05-13 08:00:10,,,176.10.163.171,txn-0010,,,,,,,,,,user40,,Aprobada,,mobile,"['blacklist', 'frecuencia', 'token']"
2025-05-13 08:00:15,,,176.10.163.171,txn-0010,,,,,INFO,request,retirar,200.0,,user40,mobile,,,,
2025-05-13 08:00:16,,,176.10.163.171,txn-0010,,,,,INFO,response,retirar,200.0,177.0,user40,mobile,,,,
2025-05-13 08:00:20,mobile,user40,176.10.163.171,txn-0010,retirar,corriente,completada,982350.4,,,,,,,,,,,
2025-05-13 08:00:11,,,184.94.171.22,txn-0011,,,,,,,,,,user2,,Aprobada,,mobile,"['blacklist', 'token', 'frecuencia']"
2025-05-13 08:00:16,,,184.94.171.22,txn-0011,,,,,INFO,request,transferir,200.0,,user2,mobile,,,,
2025-05-13 08:00:17,,,184.94.171.22,txn-0011,,,,,INFO,response,transferir,200.0,293.0,user2,mobile,,,,
2025-05-13 08:00:21,mobile,user2,184.94.171.22,txn-0011,transferir,ahorros,completada,28445.61,,,,,,,,,,,
2025-05-13 08:00:12,,,213.39.242.242,txn-0012,,,,,,,,,,user59,,Aprobada,,web,['blacklist']
2025-05-13 08:00:17,,,213.39.242.242,txn-0012,,,,,INFO,request,transferir,200.0,,user59,web,,,,
2025-05-13 08:00:18,,,213.39.242.242,txn-0012,,,,,INFO,response,transferir,200.0,222.0,user59,web,,,,
2025-05-13 08:00:22,web,user59,213.39.242.242,txn-0012,transferir,corriente,completada,3554222.54,,,,,,,,,,,
2025-05-13 08:00:13,,,25.227.129.2,txn-0013,,,,,,,,,,user24,,Aprobada,,mobile,"['frecuencia', 'blacklist']"
2025-05-13 08:00:18,,,25.227.129.2,txn-0013,,,,,INFO,request,retirar,200.0,,user24,mobile,,,,
2025-05-13 08:00:19,,,25.227.129.2,txn-0013,,,,,INFO,response,retirar,200.0,175.0,user24,mobile,,,,
2025-05-13 08:00:23,mobile,user24,25.227.129.2,txn-0013,retirar,corriente,completada,3718731.89,,,,,,,,,,,
2025-05-13 08:00:14,,,59.141.177.122,txn-0014,,,,,,,,,,user6,,Aprobada,,web,"['token', 'blacklist']"
2025-05-13 08:00:19,,,59.141.177.122,txn-0014,,,,,ERROR,request,transferir,500.0,,user6,web,,,,
2025-05-13 08:00:15,,,91.135.65.36,txn-0015,,,,,,,,,,user32,,Aprobada,,mobile,"['frecuencia', 'token']"
2025-05-13 08:00:20,,,91.135.65.36,txn-0015,,,,,INFO,request,consignar,200.0,,user32,mobile,,,,
2025-05-13 08:00:21,,,91.135.65.36,txn-0015,,,,,INFO,response,consignar,200.0,242.0,user32,mobile,,,,
2025-05-13 08:00:25,mobile,user32,91.135.65.36,txn-0015,consignar,ahorros,completada,4465745.22,,,,,,,,,,,
2025-05-13 08:00:16,,,207.24.6.89,txn-0016,,,,,,,,,,user82,,Aprobada,,mobile,['geolocalización']
2025-05-13 08:00:21,,,207.24.6.89,txn-0016,,,,,INFO,request,transferir,200.0,,user82,mobile,,,,
2025-05-13 08:00:22,,,207.24.6.89,txn-0016,,,,,INFO,response,transferir,200.0,143.0,user82,mobile,,,,
2025-05-13 08:00:26,mobile,user82,207.24.6.89,txn-0016,transferir,ahorros,completada,3291061.31,,,,,,,,,,,
2025-05-13 08:00:17,,,215.137.98.25,txn-0017,,,,,,,,,,user84,,Aprobada,,web,['token']
2025-05-13 08:00:22,,,215.137.98.25,txn-0017,,,,,INFO,request,consignar,200.0,,user84,web,,,,
2025-05-13 08:00:23,,,215.137.98.25,txn-0017,,,,,INFO,response,consignar,200.0,186.0,user84,web,,,,
2025-05-13 08:00:27,web,user84,215.137.98.25,txn-0017,consignar,corriente,completada,3968892.7,,,,,,,,,,,
2025-05-13 08:00:18,,,80.28.145.241,txn-0018,,,,,,,,,,user76,,Aprobada,,mobile,['geolocalización']
2025-05-13 08:00:23,,,80.28.145.241,txn-0018,,,,,INFO,request,consignar,200.0,,user76,mobile,,,,
2025-05-13 08:00:24,,,80.28.145.241,txn-0018,,,,,INFO,response,consignar,200.0,149.0,user76,mobile,,,,
2025-05-13 08:00:28,mobile,user76,80.28.145.241,txn-0018,consignar,corriente,completada,1249879.22,,,,,,,,,,,
2025-05-13 08:00:19,,,81.135.177.30,txn-0019,,,,,,,,,,user55,,Aprobada,,api,"['frecuencia', 'blacklist', 'token']"
2025-05-13 08:00:24,,,81.135.177.30,txn-0019,,,,,INFO,request,transferir,200.0,,user55,api,,,,
2025-05-13 08:00:25,,,81.135.177.30,txn-0019,,,,,INFO,response,transferir,200.0,169.0,user55,api,,,,
2025-05-13 08:00:29,api,user55,81.135.177.30,txn-0019,transferir,ahorros,completada,2816976.33,,,,,,,,,,,
2025-05-13 08:00:20,,,145.219.114.139,txn-0020,,,,,,,,,,user76,,Aprobada,,mobile,"['blacklist', 'frecuencia']"
2025-05-13 08:00:25,,,145.219.114.139,txn-0020,,,,,INFO,request,consignar,200.0,,user76,mobile,,,,
2025-05-13 08:00:26,,,145.219.114.139,txn-0020,,,,,INFO,response,consignar,200.0,62.0,user76,mobile,,,,
2025-05-13 08:00:30,mobile,user76,145.219.114.139,txn-0020,consignar,corriente,completada,3668131.31,,,,,,,,,,,
2025-05-13 08:00:21,,,62.241.212.87,txn-0021,,,,,,,,,,user45,,Aprobada,,api,['frecuencia']
2025-05-13 08:00:26,,,62.241.212.87,txn-0021,,,,,INFO,request,transferir,200.0,,user45,api,,,,
2025-05-13 08:00:27,,,62.241.212.87,txn-0021,,,,,INFO,response,transferir,200.0,292.0,user45,api,,,,
2025-05-13 08:00:31,api,user45,62.241.212.87,txn-0021,transferir,ahorros,completada,743043.7,,,,,,,,,,,
2025-05-13 08:00:22,,,166.239.161.193,txn-0022,,,,,,,,,,user38,,Aprobada,,mobile,"['frecuencia', 'blacklist']"
2025-05-13 08:00:27,,,166.239.161.193,txn-0022,,,,,INFO,request,consignar,200.0,,user38,mobile,,,,
2025-05-13 08:00:28,,,166.239.161.193,txn-0022,,,,,INFO,response,consignar,200.0,285.0,user38,mobile,,,,
2025-05-13 08:00:32,mobile,user38,166.239.161.193,txn-0022,consignar,corriente,completada,2487061.19,,,,,,,,,,,
2025-05-13 08:00:23,,,140.14.195.73,txn-0023,,,,,,,,,,user49,,Aprobada,,api,"['blacklist', 'token']"
2025-05-13 08:00:28,,,140.14.195.73,txn-0023,,,,,INFO,request,consignar,200.0,,user49,api,,,,
2025-05-13 08:00:29,,,140.14.195.73,txn-0023,,,,,INFO,response,consignar,200.0,125.0,user49,api,,,,
2025-05-13 08:00:33,api,user49,140.14.195.73,txn-0023,consignar,corriente,completada,3816494.35,,,,,,,,,,,
2025-05-13 08:00:24,,,114.40.240.45,txn-0024,,,,,,,,,,user54,,Aprobada,,mobile,"['geolocalización', 'token', 'frecuencia']"
2025-05-13 08:00:29,,,114.40.240.45,txn-0024,,,,,INFO,request,consignar,200.0,,user54,mobile,,,,
2025-05-13 08:00:30,,,114.40.240.45,txn-0024,,,,,INFO,response,consignar,200.0,138.0,user54,mobile,,,,
2025-05-13 08:00:34,mobile,user54,114.40.240.45,txn-0024,consignar,corriente,completada,1653585.45,,,,,,,,,,,
2025-05-13 08:00:25,,,4.228.215.26,txn-0025,,,,,,,,,,user95,,Aprobada,,api,"['geolocalización', 'frecuencia', 'blacklist']"
2025-05-13 08:00:30,,,4.228.215.26,txn-0025,,,,,INFO,request,consignar,200.0,,user95,api,,,,
2025-05-13 08:00:31,,,4.228.215.26,txn-0025,,,,,INFO,response,consignar,200.0,250.0,user95,api,,,,
2025-05-13 08:00:35,api,user95,4.228.215.26,txn-0025,consignar,ahorros,completada,2327387.32,,,,,,,,,,,
2025-05-13 08:00:26,,,147.220.198.98,txn-0026,,,,,,,,,,user30,,Rechazada,Límite diario excedido,web,['blacklist']
2025-05-13 08:00:27,,,167.18.7.182,txn-0027,,,,,,,,,,user39,,Rechazada,IP sospechosa,mobile,['geolocalización']
2025-05-13 08:00:28,,,162.42.153.53,txn-0028,,,,,,,,,,user16,,Aprobada,,mobile,"['token', 'frecuencia']"
2025-05-13 08:00:33,,,162.42.153.53,txn-0028,,,,,INFO,request,retirar,200.0,,user16,mobile,,,,
2025-05-13 08:00:34,,,162.42.153.53,txn-0028,,,,,INFO,response,retirar,200.0,289.0,user16,mobile,,,,
2025-05-13 08:00:38,mobile,user16,162.42.153.53,txn-0028,retirar,ahorros,completada,3065186.73,,,,,,,,,,,
2025-05-13 08:00:29,,,184.238.242.185,txn-0029,,,,,,,,,,user13,,Aprobada,,api,"['geolocalización', 'frecuencia']"
2025-05-13 08:00:34,,,184.238.242.185,txn-0029,,,,,INFO,request,transferir,200.0,,user13,api,,,,
2025-05-13 08:00:35,,,184.238.242.185,txn-0029,,,,,INFO,response,transferir,200.0,89.0,user13,api,,,,
2025-05-13 08:00:39,api,user13,184.238.242.185,txn-0029,transferir,ahorros,completada,4946976.2,,,,,,,,,,,
2025-05-13 08:00:30,,,153.109.4.195,txn-0030,,,,,,,,,,user4,,Aprobada,,api,['blacklist']
2025-05-13 08:00:35,,,153.109.4.195,txn-0030,,,,,INFO,request,consignar,200.0,,user4,api,,,,
2025-05-13 08:00:36,,,153.109.4.195,txn-0030,,,,,INFO,response,consignar,200.0,194.0,user4,api,,,,
2025-05-13 08:00:40,api,user4,153.109.4.195,txn-0030,consignar,ahorros,completada,744558.14,,,,,,,,,,,
2025-05-13 08:00:31,,,66.174.121.142,txn-0031,,,,,,,,,,user33,,Aprobada,,api,"['geolocalización', 'frecuencia']"
2025-05-13 08:00:36,,,66.174.121.142,txn-0031,,,,,INFO,request,transferir,200.0,,user33,api,,,,
2025-05-13 08:00:37,,,66.174.121.142,txn-0031,,,,,INFO,response,transferir,200.0,283.0,user33,api,,,,
2025-05-13 08:00:41,api,user33,66.174.121.142,txn-0031,transferir,corriente,completada,2852789.28,,,,,,,,,,,
2025-05-13 08:00:32,,,72.167.213.216,txn-0032,,,,,,,,,,user55,,Aprobada,,mobile,"['token', 'geolocalización']"
2025-05-13 08:00:37,,,72.167.213.216,txn-0032,,,,,INFO,request,retirar,200.0,,user55,mobile,,,,
2025-05-13 08:00:38,,,72.167.213.216,txn-0032,,,,,INFO,response,retirar,200.0,130.0,user55,mobile,,,,
2025-05-13 08:00:42,mobile,user55,72.167.213.216,txn-0032,retirar,ahorros,completada,4506890.21,,,,,,,,,,,
2025-05-13 08:00:33,,,203.151.251.195,txn-0033,,,,,,,,,,user76,,Aprobada,,mobile,['frecuencia']
2025-05-13 08:00:38,,,203.151.251.195,txn-0033,,,,,INFO,request,consignar,200.0,,user76,mobile,,,,
2025-05-13 08:00:39,,,203.151.251.195,txn-0033,,,,,INFO,response,consignar,200.0,126.0,user76,mobile,,,,
2025-05-13 08:00:43,mobile,user76,203.151.251.195,txn-0033,consignar,ahorros,completada,1339547.15,,,,,,,,,,,
2025-05-13 08:00:34,,,211.214.206.147,txn-0034,,,,,,,,,,user40,,Aprobada,,mobile,"['blacklist', 'token', 'geolocalización']"
2025-05-13 08:00:39,,,211.214.206.147,txn-0034,,,,,INFO,request,transferir,200.0,,user40,mobile,,,,
2025-05-13 08:00:40,,,211.214.206.147,txn-0034,,,,,INFO,response,transferir,200.0,71.0,user40,mobile,,,,
2025-05-13 08:00:44,mobile,user40,211.214.206.147,txn-0034,transferir,corriente,completada,3087717.43,,,,,,,,,,,
2025-05-13 08:00:35,,,22.18.71.122,txn-0035,,,,,,,,,,user87,,Aprobada,,api,"['token', 'frecuencia']"
2025-05-13 08:00:40,,,22.18.71.122,txn-0035,,,,,INFO,request,transferir,200.0,,user87,api,,,,
2025-05-13 08:00:41,,,22.18.71.122,txn-0035,,,,,INFO,response,transferir,200.0,264.0,user87,api,,,,
2025-05-13 08:00:45,api,user87,22.18.71.122,txn-0035,transferir,ahorros,completada,1842940.98,,,,,,,,,,,
2025-05-13 08:00:36,,,66.255.156.21,txn-0036,,,,,,,,,,user20,,Aprobada,,api,"['token', 'frecuencia']"
2025-05-13 08:00:41,,,66.255.156.21,txn-0036,,,,,INFO,request,transferir,200.0,,user20,api,,,,
2025-05-13 08:00:42,,,66.255.156.21,txn-0036,,,,,INFO,response,transferir,200.0,174.0,user20,api,,,,
2025-05-13 08:00:46,api,user20,66.255.156.21,txn-0036,transferir,ahorros,completada,2660251.78,,,,,,,,,,,
2025-05-13 08:00:37,,,103.88.108.136,txn-0037,,,,,,,,,,user31,,Aprobada,,api,"['token', 'geolocalización', 'frecuencia']"
2025-05-13 08:00:42,,,103.88.108.136,txn-0037,,,,,INFO,request,retirar,200.0,,user31,api,,,,
2025-05-13 08:00:43,,,103.88.108.136,txn-0037,,,,,INFO,response,retirar,200.0,118.0,user31,api,,,,
2025-05-13 08:00:47,api,user31,103.88.108.136,txn-0037,retirar,corriente,completada,2003623.65,,,,,,,,,,,
2025-05-13 08:00:38,,,152.36.123.38,txn-0038,,,,,,,,,,user43,,Aprobada,,mobile,"['geolocalización', 'token']"
2025-05-13 08:00:43,,,152.36.123.38,txn-0038,,,,,INFO,request,retirar,200.0,,user43,mobile,,,,
2025-05-13 08:00:44,,,152.36.123.38,txn-0038,,,,,INFO,response,retirar,200.0,67.0,user43,mobile,,,,
2025-05-13 08:00:48,mobile,user43,152.36.123.38,txn-0038,retirar,corriente,completada,1640791.74,,,,,,,,,,,
2025-05-13 08:00:39,,,91.50.145.193,txn-0039,,,,,,,,,,user32,,Aprobada,,api,['geolocalización']
2025-05-13 08:00:44,,,91.50.145.193,txn-0039,,,,,INFO,request,retirar,200.0,,user32,api,,,,
2025-05-13 08:00:45,,,91.50.145.193,txn-0039,,,,,INFO,response,retirar,200.0,188.0,user32,api,,,,
2025-05-13 08:00:49,api,user32,91.50.145.193,txn-0039,retirar,corriente,completada,3263208.83,,,,,,,,,,,
2025-05-13 08:00:40,,,53.130.234.174,txn-0040,,,,,,,,,,user16,,Aprobada,,api,"['frecuencia', 'blacklist', 'token']"
2025-05-13 08:00:45,,,53.130.234.174,txn-0040,,,,,ERROR,request,transferir,500.0,,user16,api,,,,
2025-05-13 08:00:41,,,94.84.41.102,txn-0041,,,,,,,,,,user79,,Aprobada,,web,"['frecuencia', 'token', 'blacklist']"
2025-05-13 08:00:46,,,94.84.41.102,txn-0041,,,,,INFO,request,transferir,200.0,,user79,web,,,,
2025-05-13 08:00:47,,,94.84.41.102,txn-0041,,,,,INFO,response,transferir,200.0,90.0,user79,web,,,,
2025-05-13 08:00:51,web,user79,94.84.41.102,txn-0041,transferir,corriente,completada,2496628.96,,,,,,,,,,,
2025-05-13 08:00:42,,,74.24.110.60,txn-0042,,,,,,,,,,user43,,Aprobada,,api,"['geolocalización', 'blacklist']"
2025-05-13 08:00:47,,,74.24.110.60,txn-0042,,,,,INFO,request,retirar,200.0,,user43,api,,,,
2025-05-13 08:00:48,,,74.24.110.60,txn-0042,,,,,INFO,response,retirar,200.0,297.0,user43,api,,,,
2025-05-13 08:00:52,api,user43,74.24.110.60,txn-0042,retirar,corriente,completada,2067949.39,,,,,,,,,,,
2025-05-13 08:00:43,,,9.35.215.143,txn-0043,,,,,,,,,,user44,,Aprobada,,web,"['blacklist', 'geolocalización']"
2025-05-13 08:00:48,,,9.35.215.143,txn-0043,,,,,INFO,request,retirar,200.0,,user44,web,,,,
2025-05-13 08:00:49,,,9.35.215.143,txn-0043,,,,,INFO,response,retirar,200.0,55.0,user44,web,,,,
2025-05-13 08:00:53,web,user44,9.35.215.143,txn-0043,retirar,corriente,completada,3967249.93,,,,,,,,,,,
2025-05-13 08:00:44,,,219.151.212.140,txn-0044,,,,,,,,,,user45,,Aprobada,,api,"['blacklist', 'frecuencia']"
2025-05-13 08:00:49,,,219.151.212.140,txn-0044,,,,,INFO,request,consignar,200.0,,user45,api,,,,
2025-05-13 08:00:50,,,219.151.212.140,txn-0044,,,,,INFO,response,consignar,200.0,160.0,user45,api,,,,
2025-05-13 08:00:54,api,user45,219.151.212.140,txn-0044,consignar,ahorros,completada,2853642.5,,,,,,,,,,,
2025-05-13 08:00:45,,,156.108.234.86,txn-0045,,,,,,,,,,user97,,Aprobada,,mobile,"['geolocalización', 'blacklist', 'token']"
2025-05-13 08:00:50,,,156.108.234.86,txn-0045,,,,,INFO,request,consignar,200.0,,user97,mobile,,,,
2025-05-13 08:00:51,,,156.108.234.86,txn-0045,,,,,INFO,response,consignar,200.0,299.0,user97,mobile,,,,
2025-05-13 08:00:55,mobile,user97,156.108.234.86,txn-0045,consignar,ahorros,completada,300931.1,,,,,,,,,,,
2025-05-13 08:00:46,,,139.152.176.106,txn-0046,,,,,,,,,,user21,,Aprobada,,web,"['frecuencia', 'token', 'blacklist']"
2025-05-13 08:00:51,,,139.152.176.106,txn-0046,,,,,INFO,request,transferir,200.0,,user21,web,,,,
2025-05-13 08:00:52,,,139.152.176.106,txn-0046,,,,,INFO,response,transferir,200.0,140.0,user21,web,,,,
2025-05-13 08:00:56,web,user21,139.152.176.106,txn-0046,transferir,ahorros,completada,2015863.98,,,,,,,,,,,
2025-05-13 08:00:47,,,52.58.255.57,txn-0047,,,,,,,,,,user94,,Aprobada,,mobile,"['blacklist', 'token']"
2025-05-13 08:00:52,,,52.58.255.57,txn-0047,,,,,INFO,request,transferir,200.0,,user94,mobile,,,,
2025-05-13 08:00:53,,,52.58.255.57,txn-0047,,,,,INFO,response,transferir,200.0,156.0,user94,mobile,,,,
2025-05-13 08:00:57,mobile,user94,52.58.255.57,txn-0047,transferir,corriente,completada,3046462.58,,,,,,,,,,,
2025-05-13 08:00:48,,,4.148.252.116,txn-0048,,,,,,,,,,user93,,Aprobada,,mobile,['token']
2025-05-13 08:00:53,,,4.148.252.116,txn-0048,,,,,INFO,request,transferir,200.0,,user93,mobile,,,,
2025-05-13 08:00:54,,,4.148.252.116,txn-0048,,,,,INFO,response,transferir,200.0,177.0,user93,mobile,,,,
2025-05-13 08:00:58,mobile,user93,4.148.252.116,txn-0048,transferir,corriente,completada,2245669.25,,,,,,,,,,,
2025-05-13 08:00:49,,,178.38.233.75,txn-0049,,,,,,,,,,user16,,Aprobada,,mobile,['token']
2025-05-13 08:00:54,,,178.38.233.75,txn-0049,,,,,INFO,request,transferir,200.0,,user16,mobile,,,,
2025-05-13 08:00:55,,,178.38.233.75,txn-0049,,,,,INFO,response,transferir,200.0,148.0,user16,mobile,,,,
2025-05-13 08:00:59,mobile,user16,178.38.233.75,txn-0049,transferir,ahorros,completada,3541388.7,,,,,,,,,,,
2025-05-13 08:00:50,,,2.197.202.104,txn-0050,,,,,,,,,,user64,,Aprobada,,mobile,"['frecuencia', 'token', 'blacklist']"
2025-05-13 08:00:55,,,2.197.202.104,txn-0050,,,,,INFO,request,transferir,200.0,,user64,mobile,,,,
2025-05-13 08:00:56,,,2.197.202.104,txn-0050,,,,,INFO,response,transferir,200.0,77.0,user64,mobile,,,,
2025-05-13 08:01:00,mobile,user64,2.197.202.104,txn-0050,transferir,ahorros,completada,662893.51,,,,,,,,,,,
2025-05-13 08:00:51,,,71.176.37.155,txn-0051,,,,,,,,,,user43,,Aprobada,,api,"['token', 'blacklist']"
2025-05-13 08:00:56,,,71.176.37.155,txn-0051,,,,,INFO,request,consignar,200.0,,user43,api,,,,
2025-05-13 08:00:57,,,71.176.37.155,txn-0051,,,,,INFO,response,consignar,200.0,88.0,user43,api,,,,
2025-05-13 08:01:01,api,user43,71.176.37.155,txn-0051,consignar,ahorros,completada,4813972.02,,,,,,,,,,,
2025-05-13 08:00:52,,,58.6.82.39,txn-0052,,,,,,,,,,user71,,Aprobada,,web,"['blacklist', 'frecuencia']"
2025-05-13 08:00:57,,,58.6.82.39,txn-0052,,,,,INFO,request,consignar,200.0,,user71,web,,,,
2025-05-13 08:00:58,,,58.6.82.39,txn-0052,,,,,INFO,response,consignar,200.0,113.0,user71,web,,,,
2025-05-13 08:01:02,web,user71,58.6.82.39,txn-0052,consignar,corriente,completada,3882318.26,,,,,,,,,,,
2025-05-13 08:00:53,,,100.156.99.244,txn-0053,,,,,,,,,,user44,,Aprobada,,mobile,['geolocalización']
2025-05-13 08:00:58,,,100.156.99.244,txn-0053,,,,,INFO,request,transferir,200.0,,user44,mobile,,,,
2025-05-13 08:00:59,,,100.156.99.244,txn-0053,,,,,INFO,response,transferir,200.0,161.0,user44,mobile,,,,
2025-05-13 08:01:03,mobile,user44,100.156.99.244,txn-0053,transferir,corriente,completada,4865136.34,,,,,,,,,,,
2025-05-13 08:00:54,,,148.31.147.37,txn-0054,,,,,,,,,,user88,,Aprobada,,mobile,['frecuencia']
2025-05-13 08:00:59,,,148.31.147.37,txn-0054,,,,,INFO,request,transferir,200.0,,user88,mobile,,,,
2025-05-13 08:01:00,,,148.31.147.37,txn-0054,,,,,INFO,response,transferir,200.0,274.0,user88,mobile,,,,
2025-05-13 08:01:04,mobile,user88,148.31.147.37,txn-0054,transferir,corriente,completada,4450775.31,,,,,,,,,,,
2025-05-13 08:00:55,,,52.77.24.127,txn-0055,,,,,,,,,,user15,,Aprobada,,mobile,['geolocalización']
2025-05-13 08:01:00,,,52.77.24.127,txn-0055,,,,,INFO,request,consignar,200.0,,user15,mobile,,,,
2025-05-13 08:01:01,,,52.77.24.127,txn-0055,,,,,INFO,response,consignar,200.0,241.0,user15,mobile,,,,
2025-05-13 08:01:05,mobile,user15,52.77.24.127,txn-0055,consignar,corriente,completada,3888159.78,,,,,,,,,,,
2025-05-13 08:00:56,,,174.56.74.55,txn-0056,,,,,,,,,,user48,,Aprobada,,api,"['geolocalización', 'token', 'blacklist']"
2025-05-13 08:01:01,,,174.56.74.55,txn-0056,,,,,INFO,request,retirar,200.0,,user48,api,,,,
2025-05-13 08:01:02,,,174.56.74.55,txn-0056,,,,,INFO,response,retirar,200.0,262.0,user48,api,,,,
2025-05-13 08:01:06,api,user48,174.56.74.55,txn-0056,retirar,ahorros,completada,3654337.93,,,,,,,,,,,
2025-05-13 08:00:57,,,126.94.6.38,txn-0057,,,,,,,,,,user90,,Rechazada,Límite diario excedido,mobile,"['blacklist', 'frecuencia']"
2025-05-13 08:00:58,,,158.237.114.185,txn-0058,,,,,,,,,,user71,,Aprobada,,mobile,"['geolocalización', 'blacklist']"
2025-05-13 08:01:03,,,158.237.114.185,txn-0058,,,,,INFO,request,consignar,200.0,,user71,mobile,,,,
2025-05-13 08:01:04,,,158.237.114.185,txn-0058,,,,,INFO,response,consignar,200.0,121.0,user71,mobile,,,,
